Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000115561	2190	1760	1875	2420	2013	2013
ENSG00000249884	3	1	2	0	0	0
ENSG00000200563	0	0	0	1	0	0
ENSG00000228363	2	10	7	6	9	9
ENSG00000239305	582	557	540	668	538	538
ENSG00000153561	1799	1827	1980	2311	1781	1781
ENSG00000153563	46	32	28	48	29	29
ENSG00000172116	1	0	0	0	0	0
ENSG00000233673	1	0	4	0	1	1
ENSG00000213605	1	0	0	0	0	0
ENSG00000187627	0	0	0	0	0	0
ENSG00000231351	1	0	0	0	0	0
ENSG00000226114	0	0	0	0	0	0
ENSG00000183281	0	0	0	0	0	0
ENSG00000285793	0	0	0	0	0	0
ENSG00000231259	0	0	0	0	0	0
ENSG00000266931	0	0	0	0	0	0
ENSG00000287931	0	0	0	0	0	0
ENSG00000230395	0	0	0	0	0	0
ENSG00000204745	31	15	24	23	10	10
ENSG00000264793	0	0	0	0	0	0
ENSG00000233671	0	0	0	0	0	0
ENSG00000281477	0	1	0	0	0	0
ENSG00000271097	0	0	0	0	0	0
ENSG00000287763	1	1	3	3	6	6
ENSG00000233999	0	0	0	0	0	0
ENSG00000224881	0	0	0	0	0	0
ENSG00000280721	0	0	0	0	1	1
ENSG00000222041	93	65	78	98	87	87
ENSG00000284879	0	0	0	0	3	3
ENSG00000273445	6	4	5	6	4	4
ENSG00000214354	0	0	0	0	0	0
ENSG00000265507	0	0	0	0	0	0
ENSG00000225933	0	0	0	0	0	0
ENSG00000234231	0	0	0	0	0	0
ENSG00000125551	0	0	0	0	1	1
ENSG00000185304	0	1	1	3	3	3
ENSG00000229604	1	1	1	2	3	3
ENSG00000225428	0	0	0	0	0	0
ENSG00000233205	0	1	1	0	0	0
ENSG00000275597	0	0	0	0	0	0
ENSG00000288437	0	0	0	0	0	0
ENSG00000222724	1	0	0	1	0	0
ENSG00000287670	12	11	14	5	4	4
ENSG00000172086	1148	966	971	1494	940	940
ENSG00000115593	0	0	1	1	0	0
ENSG00000265003	0	0	0	0	0	0
ENSG00000163586	0	0	0	0	0	0
ENSG00000144115	739	481	612	747	832	832
ENSG00000232508	0	0	0	0	0	0
ENSG00000283262	0	0	0	0	0	0
ENSG00000212133	0	0	0	0	0	0
ENSG00000252395	0	0	0	0	0	0
ENSG00000224291	0	0	0	0	0	0
ENSG00000214336	9	4	13	3	5	5
ENSG00000172073	0	0	0	0	0	0
ENSG00000225420	0	1	0	0	0	0
ENSG00000172071	704	684	763	876	655	655
ENSG00000234028	123	100	140	148	151	151
ENSG00000287686	18	15	17	19	31	31
ENSG00000153574	1062	755	823	677	660	660
ENSG00000230006	0	0	1	0	0	0
ENSG00000283270	0	0	0	0	0	0
ENSG00000240040	0	0	0	0	0	0
ENSG00000265510	0	0	0	0	0	0
ENSG00000211592	0	0	0	0	0	0
ENSG00000211593	0	0	0	0	0	0
ENSG00000211594	0	0	0	0	0	0
ENSG00000211595	0	0	0	0	0	0
ENSG00000211596	0	0	0	0	0	0
ENSG00000211597	0	0	0	0	0	0
ENSG00000211598	0	0	0	0	0	0
ENSG00000211599	0	0	0	0	0	0
ENSG00000197794	0	0	0	0	0	0
ENSG00000225136	0	0	0	0	0	0
ENSG00000253435	0	0	0	0	0	0
ENSG00000243466	0	0	0	0	0	0
ENSG00000239855	0	0	0	0	0	0
ENSG00000243063	0	0	0	0	0	0
ENSG00000240671	0	0	0	0	0	0
ENSG00000241755	0	0	0	0	0	0
ENSG00000253278	0	0	0	0	0	0
ENSG00000241351	0	0	0	0	0	0
ENSG00000243290	0	0	0	0	0	0
ENSG00000253497	0	0	0	0	0	0
ENSG00000253265	0	0	0	0	0	0
ENSG00000244437	0	0	0	0	0	0
ENSG00000240864	0	0	0	0	0	0
ENSG00000240382	0	0	0	0	0	0
ENSG00000254157	0	0	0	0	0	0
ENSG00000253732	0	0	0	0	0	0
ENSG00000239951	0	0	0	0	0	0
ENSG00000211611	0	0	0	0	0	0
ENSG00000253578	0	0	0	0	0	0
ENSG00000253625	0	0	0	0	0	0
ENSG00000241294	0	0	0	0	0	0
ENSG00000253202	0	0	0	0	0	0
ENSG00000254098	0	0	0	0	0	0
ENSG00000277852	0	0	0	0	0	0
ENSG00000244575	0	0	0	0	0	0
ENSG00000244116	0	0	0	0	0	0
ENSG00000253998	0	0	0	0	0	0
ENSG00000243238	0	0	0	0	0	0
ENSG00000253158	0	0	0	0	0	0
ENSG00000253870	0	0	0	0	0	0
ENSG00000242076	0	0	0	0	0	0
ENSG00000253860	0	0	0	0	0	0
ENSG00000253461	0	0	0	0	0	0
ENSG00000253487	0	0	0	0	0	0
ENSG00000239862	0	0	0	0	0	0
ENSG00000253592	0	0	0	0	0	0
ENSG00000242371	0	0	0	0	0	0
ENSG00000273962	0	0	0	0	0	0
ENSG00000283427	0	0	0	0	0	0
ENSG00000283196	19	8	12	20	22	22
ENSG00000276861	0	0	0	0	0	0
ENSG00000283132	1	0	0	0	0	0
ENSG00000283214	0	0	0	0	0	0
ENSG00000283659	0	0	0	0	0	0
ENSG00000251039	0	0	0	0	0	0
ENSG00000251546	0	0	0	0	0	0
ENSG00000254009	0	0	0	0	0	0
ENSG00000250036	0	0	0	0	0	0
ENSG00000253127	0	0	0	0	0	0
ENSG00000232747	0	0	0	0	0	0
ENSG00000253501	0	0	0	0	0	0
ENSG00000239975	0	0	0	0	0	0
ENSG00000253191	0	0	0	0	0	0
ENSG00000253999	0	0	0	0	0	0
ENSG00000239571	0	0	0	0	0	0
ENSG00000243264	0	0	0	0	0	0
ENSG00000242534	0	0	0	0	0	0
ENSG00000224607	0	0	0	0	0	0
ENSG00000211623	0	0	0	0	0	0
ENSG00000254097	0	0	0	0	0	0
ENSG00000241566	0	0	0	0	0	0
ENSG00000254345	0	0	0	0	0	0
ENSG00000253365	0	0	0	0	0	0
ENSG00000225523	0	0	0	0	0	0
ENSG00000211625	0	0	0	0	0	0
ENSG00000253765	0	0	0	0	0	0
ENSG00000254220	0	0	0	0	0	0
ENSG00000211626	0	0	0	0	0	0
ENSG00000242766	0	0	0	0	0	0
ENSG00000241244	0	0	0	0	0	0
ENSG00000224041	0	0	0	0	0	0
ENSG00000254292	0	0	0	0	0	0
ENSG00000276566	0	0	0	0	0	0
ENSG00000278857	0	0	0	0	0	0
ENSG00000211632	0	0	0	0	0	0
ENSG00000253906	0	0	0	0	0	0
ENSG00000211633	0	0	0	0	0	0
ENSG00000242580	0	0	0	0	0	0
ENSG00000239819	0	0	0	0	0	0
ENSG00000228325	0	0	0	0	0	0
ENSG00000275490	0	0	0	0	0	0
ENSG00000270999	0	0	0	0	0	0
ENSG00000265897	0	0	0	0	0	0
ENSG00000281904	0	0	0	0	0	0
ENSG00000230964	0	0	0	0	0	0
ENSG00000261600	3	3	5	5	2	2
ENSG00000278131	0	0	0	0	0	0
ENSG00000143429	5	3	2	9	5	5
ENSG00000222835	0	0	0	0	0	0
ENSG00000184303	0	0	0	0	0	0
ENSG00000230572	0	0	0	0	0	0
ENSG00000271627	0	0	0	0	0	0
ENSG00000223703	1	1	0	0	0	0
ENSG00000232531	3	2	1	7	2	2
ENSG00000286698	0	0	0	0	0	0
ENSG00000236969	0	0	0	0	0	0
ENSG00000235235	0	0	0	0	0	0
ENSG00000214330	0	0	0	0	0	0
ENSG00000237085	0	0	0	0	0	0
ENSG00000227497	0	0	0	0	0	0
ENSG00000214329	0	0	0	0	0	0
ENSG00000226481	0	0	0	0	0	0
ENSG00000234898	0	0	0	0	0	0
ENSG00000235147	0	0	0	0	0	0
ENSG00000223816	0	0	0	0	0	0
ENSG00000286156	45	43	41	51	47	47
ENSG00000261522	0	1	0	0	0	0
ENSG00000259916	2	1	5	0	3	3
ENSG00000237383	0	0	0	0	0	0
ENSG00000227265	0	0	0	0	0	0
ENSG00000213355	2	0	0	0	0	0
ENSG00000234837	0	0	0	0	0	0
ENSG00000223564	0	0	0	0	0	0
ENSG00000232502	0	0	0	0	0	0
ENSG00000235571	0	0	0	0	0	0
ENSG00000229089	0	0	0	0	0	0
ENSG00000212140	0	0	0	0	0	0
ENSG00000278631	0	0	0	0	0	0
ENSG00000259848	0	0	2	0	0	0
ENSG00000163060	1	0	0	0	0	0
ENSG00000237055	0	0	0	0	0	0
ENSG00000232128	0	0	0	0	0	0
ENSG00000233158	3	4	1	0	1	1
ENSG00000231331	0	0	0	0	1	1
ENSG00000232594	0	0	0	0	0	0
ENSG00000233105	0	0	0	0	0	0
ENSG00000224585	0	0	0	0	0	0
ENSG00000233447	0	0	0	0	0	0
ENSG00000235186	0	0	0	0	0	0
ENSG00000277591	0	0	1	0	0	0
ENSG00000233850	0	0	0	0	0	0
ENSG00000172005	1	1	0	0	0	0
ENSG00000231062	0	0	0	0	0	0
ENSG00000287362	2	1	0	2	1	1
ENSG00000144029	1443	1003	1116	1228	1179	1179
ENSG00000144026	379	408	469	378	418	418
ENSG00000275111	202	179	202	259	228	228
ENSG00000275768	0	0	0	0	0	0
ENSG00000233757	3	7	7	8	3	3
ENSG00000155066	1441	889	1721	1498	2500	2500
ENSG00000115041	36	21	40	18	32	32
ENSG00000235129	0	0	0	0	0	0
ENSG00000115042	248	161	192	176	227	227
ENSG00000248821	0	0	0	0	0	0
ENSG00000233275	0	0	0	0	0	0
ENSG00000227120	0	0	0	0	0	0
ENSG00000204705	0	0	0	0	0	0
ENSG00000277747	0	0	0	0	0	0
ENSG00000234903	0	0	0	0	0	0
ENSG00000144010	0	0	0	0	0	0
ENSG00000238162	0	0	0	0	0	0
ENSG00000223917	0	0	0	0	0	0
ENSG00000237308	0	0	0	0	0	0
ENSG00000224719	0	0	0	0	0	0
ENSG00000226185	0	0	0	1	1	1
ENSG00000272913	103	60	91	85	84	84
ENSG00000229689	65	85	95	104	106	106
ENSG00000236431	5	13	18	16	13	13
ENSG00000273305	11	7	12	12	8	8
ENSG00000233037	0	0	0	1	0	0
ENSG00000168992	15	9	10	10	11	11
ENSG00000232717	0	1	0	0	0	0
ENSG00000274028	0	0	0	0	0	0
ENSG00000230083	0	0	0	0	0	0
ENSG00000144015	0	0	0	0	0	0
ENSG00000236026	0	0	0	0	0	0
ENSG00000271003	0	0	0	0	0	0
ENSG00000270193	0	0	0	0	0	0
ENSG00000204699	0	0	0	0	0	0
ENSG00000275497	0	0	0	0	0	0
ENSG00000235959	0	0	0	0	0	0
ENSG00000236750	0	0	0	0	0	0
ENSG00000235584	0	0	0	1	0	0
ENSG00000237510	0	0	0	0	0	0
ENSG00000232931	35	49	54	20	13	13
ENSG00000174501	32	50	40	19	12	12
ENSG00000275961	0	0	0	0	0	0
ENSG00000231584	32	16	42	35	39	39
ENSG00000186281	0	0	0	0	1	1
ENSG00000274286	3	0	6	5	3	3
ENSG00000188886	2	0	0	2	0	0
ENSG00000158050	36	15	29	8	16	16
ENSG00000228873	1	0	0	0	1	1
ENSG00000084090	5041	4169	4338	4449	3624	3624
ENSG00000204685	99	81	99	98	101	101
ENSG00000135956	2109	1502	2099	2478	2844	2844
ENSG00000144021	2420	1821	2227	2251	2183	2183
ENSG00000144028	9718	9427	11983	9488	10556	10556
ENSG00000230747	0	0	0	0	0	0
ENSG00000198885	1	0	0	1	0	0
ENSG00000121152	1081	863	955	613	521	521
ENSG00000163121	9	5	8	11	6	6
ENSG00000235480	0	0	0	1	0	0
ENSG00000196843	57	9	42	38	34	34
ENSG00000114982	1266	951	1152	1157	1236	1236
ENSG00000249715	0	2	2	7	8	8
ENSG00000114988	652	464	555	731	676	676
ENSG00000158158	1404	1049	1432	1426	1639	1639
ENSG00000264157	0	0	0	0	1	1
ENSG00000273265	23	15	14	8	6	6
ENSG00000168763	1350	933	1367	1119	1380	1380
ENSG00000163126	19	12	18	9	14	14
ENSG00000213337	186	109	177	112	120	120
ENSG00000168758	2815	1548	3179	1589	2903	2903
ENSG00000168754	29	8	29	15	17	17
ENSG00000286654	1	0	0	1	0	0
ENSG00000274206	0	0	0	1	0	0
ENSG00000252845	2	1	0	1	2	2
ENSG00000275094	0	0	0	0	0	0
ENSG00000273634	0	0	0	0	0	0
ENSG00000248134	0	0	0	0	0	0
ENSG00000144188	0	1	0	0	0	0
ENSG00000230343	0	0	0	0	0	0
ENSG00000236847	0	0	0	0	0	0
ENSG00000270748	0	0	0	0	0	0
ENSG00000271402	0	0	0	0	0	0
ENSG00000204670	0	0	0	0	0	0
ENSG00000188383	0	0	0	1	0	0
ENSG00000144199	44	22	25	28	41	41
ENSG00000279791	0	1	0	0	1	1
ENSG00000275655	0	0	0	0	0	0
ENSG00000135976	44	97	113	37	43	43
ENSG00000277701	0	0	0	0	0	0
ENSG00000237837	0	0	0	0	0	0
ENSG00000271351	0	0	0	0	0	0
ENSG00000276050	0	0	0	0	0	0
ENSG00000271015	0	0	0	0	0	0
ENSG00000270252	0	0	0	0	0	0
ENSG00000271569	0	0	0	0	0	0
ENSG00000270450	0	0	0	0	0	0
ENSG00000278537	0	0	0	0	0	0
ENSG00000270187	0	0	0	0	0	0
ENSG00000230606	0	2	1	0	0	0
ENSG00000278766	0	0	1	0	0	0
ENSG00000196912	26	42	40	10	15	15
ENSG00000235833	0	0	0	0	0	0
ENSG00000286036	0	0	0	0	0	0
ENSG00000228970	0	0	1	0	0	0
ENSG00000135940	1886	871	1299	1232	1356	1356
ENSG00000115073	1520	668	1284	955	1733	1733
ENSG00000228486	33	32	37	24	24	24
ENSG00000201806	1	1	1	0	2	2
ENSG00000115085	0	0	3	0	0	0
ENSG00000075568	1269	1447	1713	1650	1312	1312
ENSG00000235734	2	3	1	1	3	3
ENSG00000238719	0	0	0	0	0	0
ENSG00000168658	4	2	3	1	2	2
ENSG00000231635	0	0	0	0	0	0
ENSG00000222000	0	0	0	0	0	0
ENSG00000144191	0	0	0	0	0	0
ENSG00000227987	0	0	0	0	0	0
ENSG00000040933	735	680	865	869	898	898
ENSG00000183513	621	463	523	721	551	551
ENSG00000115446	595	402	497	600	528	528
ENSG00000071073	1213	1285	1437	1565	1032	1032
ENSG00000236564	0	0	0	0	0	0
ENSG00000226791	0	0	0	2	0	0
ENSG00000201070	0	0	0	0	0	0
ENSG00000196872	446	293	428	600	713	713
ENSG00000238830	0	0	0	0	0	0
ENSG00000135951	155	147	187	219	148	148
ENSG00000231822	8	8	6	7	5	5
ENSG00000241962	4	4	10	7	6	6
ENSG00000273045	215	186	200	298	228	228
ENSG00000144182	92	72	72	107	74	74
ENSG00000273155	0	0	1	0	0	0
ENSG00000158411	395	310	325	422	342	342
ENSG00000185414	1012	776	830	974	706	706
ENSG00000185674	2	2	2	0	0	0
ENSG00000144214	10	10	15	6	11	11
ENSG00000115514	730	571	663	802	426	426
ENSG00000158417	4755	3722	3974	3343	2692	2692
ENSG00000135945	786	847	948	841	669	669
ENSG00000273306	7	16	15	5	9	9
ENSG00000144218	203	228	304	135	155	155
ENSG00000230393	1	4	2	6	2	2
ENSG00000232084	0	0	0	0	0	0
ENSG00000170500	904	1229	1324	405	420	420
ENSG00000269383	0	0	0	0	0	0
ENSG00000270699	0	0	0	0	0	0
ENSG00000115526	212	143	180	104	113	113
ENSG00000238029	0	0	1	0	0	0
ENSG00000204640	0	0	0	0	0	0
ENSG00000204637	0	0	0	1	0	0
ENSG00000115539	439	295	346	375	269	269
ENSG00000227259	1	0	0	0	0	0
ENSG00000234988	0	0	0	0	0	0
ENSG00000287832	0	0	0	0	0	0
ENSG00000226034	0	0	0	0	0	0
ENSG00000234169	0	0	0	0	0	0
ENSG00000228488	0	0	0	0	0	0
ENSG00000286737	0	0	0	0	0	0
ENSG00000170485	233	209	253	249	273	273
ENSG00000232034	1	0	0	0	0	0
ENSG00000230140	0	0	1	0	0	0
ENSG00000223947	2	4	2	2	5	5
ENSG00000071082	13897	9061	10040	13267	14234	14234
ENSG00000204634	867	668	903	1154	1311	1311
ENSG00000271532	0	1	3	3	1	1
ENSG00000272902	43	22	30	37	39	39
ENSG00000158435	1827	1410	1585	1699	1299	1299
ENSG00000163162	1608	1255	1316	1747	1272	1272
ENSG00000212283	8	8	7	6	12	12
ENSG00000264857	0	0	0	0	0	0
ENSG00000175874	107	110	102	132	72	72
ENSG00000226058	0	0	2	0	0	0
ENSG00000196460	0	0	1	3	0	0
ENSG00000223826	0	0	0	0	0	0
ENSG00000237549	0	0	0	0	0	0
ENSG00000232556	0	0	0	0	0	0
ENSG00000286047	0	0	0	0	0	0
ENSG00000286101	0	0	0	0	0	0
ENSG00000071054	2398	2296	2414	2620	2322	2322
ENSG00000281162	1	0	1	2	0	0
ENSG00000115590	2	1	0	3	5	5
ENSG00000287771	0	0	0	0	0	0
ENSG00000115594	158	133	188	1034	893	893
ENSG00000226925	0	0	0	0	0	0
ENSG00000115598	0	0	0	0	1	1
ENSG00000205716	0	0	0	0	0	0
ENSG00000115602	1	0	2	1	1	1
ENSG00000115604	2	2	2	5	1	1
ENSG00000236785	0	0	0	0	0	0
ENSG00000115607	0	0	0	0	0	0
ENSG00000264764	0	0	0	0	0	0
ENSG00000236525	0	1	0	0	0	0
ENSG00000234389	0	0	0	0	0	0
ENSG00000180251	10	5	8	27	24	24
ENSG00000115616	198	254	280	338	251	251
ENSG00000135953	622	453	640	724	668	668
ENSG00000170417	150	166	157	183	135	135
ENSG00000277527	0	1	0	0	0	0
ENSG00000224095	0	0	0	0	0	0
ENSG00000227680	0	0	0	0	0	0
ENSG00000229209	0	1	0	0	0	0
ENSG00000227623	0	0	0	0	0	0
ENSG00000286290	0	0	0	0	0	0
ENSG00000236596	0	0	0	0	0	0
ENSG00000221849	0	0	0	0	0	0
ENSG00000231723	0	0	0	0	0	0
ENSG00000232597	0	0	0	0	0	0
ENSG00000236141	0	0	0	0	0	0
ENSG00000256637	1	0	0	0	0	0
ENSG00000273515	0	0	0	0	0	0
ENSG00000228968	0	0	0	0	0	0
ENSG00000233955	0	0	1	0	0	0
ENSG00000227157	0	0	0	0	0	0
ENSG00000225765	0	0	0	0	0	0
ENSG00000287793	0	0	0	0	0	0
ENSG00000235597	0	0	0	0	0	0
ENSG00000234781	0	0	0	0	0	0
ENSG00000231626	0	0	0	0	0	0
ENSG00000236109	0	0	0	0	0	0
ENSG00000288565	0	0	0	0	0	0
ENSG00000230690	0	0	0	0	0	0
ENSG00000225669	0	0	0	0	0	0
ENSG00000228528	0	0	0	0	0	0
ENSG00000279904	0	0	0	0	0	0
ENSG00000207249	0	0	0	0	0	0
ENSG00000234177	0	0	0	0	0	0
ENSG00000213301	1	0	0	0	0	0
ENSG00000233639	0	0	0	0	0	0
ENSG00000269707	0	0	0	0	0	0
ENSG00000198914	0	0	0	0	0	0
ENSG00000229743	0	0	0	0	0	0
ENSG00000287135	0	0	0	0	0	0
ENSG00000224509	2	0	1	2	1	1
ENSG00000135972	729	504	550	597	428	428
ENSG00000231851	4	4	4	2	5	5
ENSG00000226508	25	17	23	23	32	32
ENSG00000135973	3	4	3	7	9	9
ENSG00000272861	4	7	7	5	9	9
ENSG00000135966	903	760	1092	846	909	909
ENSG00000235319	4	2	3	2	0	0
ENSG00000272994	114	109	119	87	97	97
ENSG00000135974	637	569	656	829	632	632
ENSG00000115641	663	392	458	236	259	259
ENSG00000238273	0	3	2	2	0	0
ENSG00000287036	0	0	0	0	0	0
ENSG00000287308	0	0	0	0	0	0
ENSG00000071051	437	252	361	453	488	488
ENSG00000235522	0	0	0	0	0	0
ENSG00000234162	0	0	0	0	0	0
ENSG00000119147	2	0	0	0	0	0
ENSG00000115652	1115	856	978	1063	870	870
ENSG00000233339	0	0	0	0	0	0
ENSG00000273595	0	0	0	0	0	0
ENSG00000213295	0	0	0	0	0	0
ENSG00000224061	0	1	0	1	0	0
ENSG00000230353	0	0	0	0	0	0
ENSG00000233939	0	0	0	0	0	0
ENSG00000227513	1	0	0	1	0	0
ENSG00000229682	0	0	0	0	0	0
ENSG00000235486	1	0	0	1	0	0
ENSG00000240935	0	0	0	0	0	0
ENSG00000153165	2	1	2	4	5	5
ENSG00000237666	1	0	0	0	0	0
ENSG00000254126	0	0	0	0	0	0
ENSG00000232001	0	0	0	0	0	0
ENSG00000231505	0	0	0	0	0	0
ENSG00000214199	101	63	84	18	16	16
ENSG00000144057	0	0	0	0	0	0
ENSG00000238250	0	0	0	0	0	0
ENSG00000227294	0	0	0	0	0	0
ENSG00000286218	0	0	0	0	0	0
ENSG00000229360	0	0	0	0	0	0
ENSG00000226905	0	0	0	0	0	0
ENSG00000229457	0	0	0	0	0	0
ENSG00000225588	0	0	0	0	0	0
ENSG00000237880	0	1	0	0	0	0
ENSG00000224568	0	0	0	0	0	0
ENSG00000286769	0	0	0	0	0	0
ENSG00000232991	0	0	0	0	0	0
ENSG00000230651	0	0	0	0	0	0
ENSG00000196862	0	1	1	1	0	0
ENSG00000233494	0	0	0	0	0	0
ENSG00000227270	0	0	0	0	0	0
ENSG00000237745	0	2	0	0	0	0
ENSG00000235325	0	0	0	0	0	0
ENSG00000115665	0	0	0	1	0	0
ENSG00000231221	0	0	0	0	0	0
ENSG00000229890	1	0	0	0	0	0
ENSG00000225328	0	0	0	0	0	0
ENSG00000236877	0	0	0	0	0	0
ENSG00000196228	0	0	0	0	0	0
ENSG00000227597	0	0	0	0	0	0
ENSG00000198203	0	0	0	1	0	0
ENSG00000261209	0	0	0	0	0	0
ENSG00000237223	0	0	0	0	0	0
ENSG00000271070	0	0	0	0	0	0
ENSG00000198075	0	0	0	0	1	1
ENSG00000271284	0	0	0	0	0	0
ENSG00000135968	732	1032	1079	1523	1017	1017
ENSG00000214184	6	4	5	8	4	4
ENSG00000169756	843	796	814	820	568	568
ENSG00000228763	0	0	0	0	0	0
ENSG00000233648	0	0	0	0	0	0
ENSG00000235644	1	1	1	1	0	0
ENSG00000153201	1947	2647	2718	2694	1816	1816
ENSG00000163006	215	217	219	169	89	89
ENSG00000227470	3	7	4	4	1	1
ENSG00000135960	1	0	1	0	1	1
ENSG00000277628	0	0	1	0	0	0
ENSG00000259863	0	0	0	0	0	0
ENSG00000172985	0	0	0	0	0	0
ENSG00000264934	0	0	0	0	0	0
ENSG00000228551	0	0	0	0	0	0
ENSG00000265965	0	0	0	0	0	0
ENSG00000186522	254	240	232	339	295	295
ENSG00000237916	1	1	0	0	0	0
ENSG00000230696	0	0	0	0	0	0
ENSG00000198142	503	440	508	635	526	526
ENSG00000230603	0	0	0	0	0	0
ENSG00000231099	0	0	0	0	0	0
ENSG00000233307	0	0	1	0	0	0
ENSG00000233707	0	0	0	0	0	0
ENSG00000282033	0	0	0	0	0	0
ENSG00000015568	0	0	0	0	0	0
ENSG00000256977	0	0	0	0	0	0
ENSG00000284337	0	0	0	0	0	0
ENSG00000186148	0	0	0	0	0	0
ENSG00000283684	0	0	0	0	0	0
ENSG00000240069	0	0	0	0	0	0
ENSG00000225108	0	0	0	0	0	0
ENSG00000204588	13	20	15	25	18	18
ENSG00000235721	9	3	9	4	4	4
ENSG00000229730	0	0	0	0	0	0
ENSG00000283283	0	0	0	0	1	1
ENSG00000265682	0	0	0	0	0	0
ENSG00000144063	8	10	16	26	32	32
ENSG00000264979	0	0	0	0	0	0
ENSG00000144061	86	63	75	89	95	95
ENSG00000233370	2	0	3	1	0	0
ENSG00000175701	147	37	97	64	130	130
ENSG00000261760	0	0	0	0	0	0
ENSG00000282304	0	0	0	0	0	0
ENSG00000282785	0	0	0	0	0	0
ENSG00000263881	0	0	0	0	0	0
ENSG00000283167	0	0	0	1	0	0
ENSG00000226991	0	0	0	0	0	0
ENSG00000230650	5	6	4	4	8	8
ENSG00000175772	5	5	4	3	4	4
ENSG00000226065	0	0	0	0	0	0
ENSG00000230596	0	0	0	0	0	0
ENSG00000273471	0	0	0	0	0	0
ENSG00000184115	0	0	0	0	0	0
ENSG00000257207	0	0	0	0	0	0
ENSG00000256671	0	0	0	0	0	0
ENSG00000227574	0	0	0	0	0	0
ENSG00000231583	0	0	0	0	0	0
ENSG00000183054	0	0	0	0	0	0
ENSG00000231536	0	0	0	0	0	0
ENSG00000216867	0	0	0	0	1	1
ENSG00000169679	1627	1543	1563	1511	1132	1132
ENSG00000235881	0	0	0	0	0	0
ENSG00000153093	142	109	153	238	262	262
ENSG00000236330	3	10	4	1	2	2
ENSG00000172965	95	90	106	89	105	105
ENSG00000204581	30	24	25	47	43	43
ENSG00000153094	1549	1528	1666	1267	1088	1088
ENSG00000230499	1	1	2	0	2	2
ENSG00000227992	3	4	2	1	1	1
ENSG00000271590	0	0	0	1	1	1
ENSG00000229118	0	0	0	0	0	0
ENSG00000270190	0	0	0	0	0	0
ENSG00000226928	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	0	0
ENSG00000223973	0	1	1	0	1	1
ENSG00000285016	0	1	0	0	0	0
ENSG00000280878	0	0	0	0	0	0
ENSG00000240350	0	0	0	0	0	0
ENSG00000271635	0	0	0	0	0	0
ENSG00000225744	0	0	0	0	0	0
ENSG00000153107	586	725	729	536	439	439
ENSG00000237583	0	0	1	0	0	0
ENSG00000227842	0	0	0	0	0	0
ENSG00000228615	0	0	0	0	0	0
ENSG00000266063	0	0	0	0	0	0
ENSG00000230958	0	1	0	0	0	0
ENSG00000236307	6	5	6	4	6	6
ENSG00000153208	110	90	113	120	141	141
ENSG00000240183	0	0	0	0	0	0
ENSG00000225496	0	2	1	1	0	0
ENSG00000232277	0	0	0	0	0	0
ENSG00000286904	2	1	1	5	5	5
ENSG00000153214	1287	1224	1333	1627	1140	1140
ENSG00000287141	1	1	0	1	0	0
ENSG00000144152	39	30	32	18	44	44
ENSG00000278962	5	5	6	6	6	6
ENSG00000144161	462	360	363	401	271	271
ENSG00000286545	15	15	21	7	13	13
ENSG00000188177	381	508	519	628	455	455
ENSG00000235258	0	0	0	0	0	0
ENSG00000236555	0	0	0	1	2	2
ENSG00000169629	18	17	20	6	12	12
ENSG00000283698	0	0	0	0	0	0
ENSG00000114999	1211	1013	1153	901	708	708
ENSG00000125630	1275	1169	1340	874	756	756
ENSG00000207383	0	0	0	0	0	0
ENSG00000125611	302	95	248	184	386	386
ENSG00000243389	1	0	0	0	1	1
ENSG00000228251	1	1	3	3	3	3
ENSG00000231747	0	0	2	1	0	0
ENSG00000237753	36	22	38	24	26	26
ENSG00000144136	1696	1359	1542	1212	1023	1023
ENSG00000144130	8	9	11	13	11	11
ENSG00000169607	371	401	429	326	229	229
ENSG00000115008	0	0	2	0	2	2
ENSG00000287937	0	0	0	0	0	0
ENSG00000125538	0	0	0	0	0	0
ENSG00000280228	0	1	1	0	0	0
ENSG00000180152	1	1	1	0	0	0
ENSG00000125571	2	1	1	2	1	1
ENSG00000227368	0	1	0	0	0	0
ENSG00000136688	0	0	0	1	0	0
ENSG00000236124	1	0	3	0	0	0
ENSG00000232090	0	0	0	0	0	0
ENSG00000136694	0	0	0	0	0	0
ENSG00000136696	0	0	0	0	0	0
ENSG00000136695	2	0	1	1	1	1
ENSG00000136697	0	0	0	0	0	0
ENSG00000201805	0	0	0	0	0	0
ENSG00000136689	14	11	14	16	15	15
ENSG00000125637	1288	748	1376	1310	1907	1907
ENSG00000234174	1	1	0	0	0	0
ENSG00000189223	995	693	904	850	924	924
ENSG00000125618	50	31	47	55	70	70
ENSG00000234997	1	0	0	0	0	0
ENSG00000231292	0	0	0	0	0	0
ENSG00000272563	0	0	0	0	0	0
ENSG00000136682	189	163	160	188	149	149
ENSG00000184492	2	0	2	2	5	5
ENSG00000234148	0	0	0	0	0	0
ENSG00000231943	0	0	0	0	0	0
ENSG00000225398	0	0	0	0	0	0
ENSG00000226516	0	0	0	0	0	0
ENSG00000287165	1	1	2	1	0	0
ENSG00000221055	0	0	0	0	0	0
ENSG00000146556	27	16	25	19	37	37
ENSG00000236397	10	5	8	5	5	5
ENSG00000279267	0	6	4	1	2	2
